taxid,parent,taxonomic_rank,scientific_name
taxon:37184 [Hippotragus]@genus,taxon:9959 [Hippotraginae]@subfamily,genus,Hippotragus
taxon:1489838 [Paracanthopterygii]@clade,taxon:123368 [Acanthomorphata]@clade,clade,Paracanthopterygii
taxon:74535 [Panthera tigris tigris]@subspecies,taxon:9694 [Panthera tigris]@species,subspecies,Panthera tigris tigris
taxon:887480 [Limnonectes taylori]@species,taxon:109961 [Limnonectes]@genus,species,Limnonectes taylori
taxon:71118 [Scalopus]@genus,taxon:9373 [Talpidae]@family,genus,Scalopus
taxon:42828 [Trinomys eliasi]@species,taxon:42826 [Trinomys]@genus,species,Trinomys eliasi
taxon:391184 [Brachysomophis crocodilinus]@species,taxon:391183 [Brachysomophis]@genus,species,Brachysomophis crocodilinus
taxon:9691 [Panthera pardus]@species,taxon:9688 [Panthera]@genus,species,Panthera pardus
taxon:2743714 [Gobionidae]@family,taxon:30727 [Cyprinoidei]@suborder,family,Gobionidae
taxon:326969 [Leptodactylus spixi]@species,taxon:47563 [Leptodactylus]@genus,species,Leptodactylus spixi
taxon:31006 [Doradidae]@family,taxon:1489793 [Siluroidei]@suborder,family,Doradidae
taxon:9461 [Lorisidae]@family,taxon:376917 [Lorisiformes]@infraorder,family,Lorisidae
taxon:461395 [Taphozoinae]@subfamily,taxon:30562 [Emballonuridae]@family,subfamily,Taphozoinae
taxon:9835 [Camelidae]@family,taxon:9834 [Tylopoda]@suborder,family,Camelidae
taxon:3371531 [Callimedusa baltea]@species,taxon:2697829 [Callimedusa]@genus,species,Callimedusa baltea
taxon:101700 [Testudo kleinmanni]@species,taxon:86974 [Testudo]@genus,species,Testudo kleinmanni
taxon:1091378 [Cryptocephalus renatae]@species,taxon:204943 [Cryptocephalus]@genus,species,Cryptocephalus renatae
taxon:483428 [Galegeeska revoilii]@species,taxon:2819854 [Galegeeska]@genus,species,Galegeeska revoilii
taxon:248988 [Colostethus sp. QCAZ16503]@species,taxon:2631876 [unclassified Colostethus]@no rank,species,Colostethus sp. QCAZ16503
taxon:101699 [Testudo horsfieldii]@species,taxon:86974 [Testudo]@genus,species,Testudo horsfieldii
taxon:310714 [Diceros bicornis michaeli]@subspecies,taxon:9805 [Diceros bicornis]@species,subspecies,Diceros bicornis michaeli
taxon:325554 [Rana sauteri]@species,taxon:121175 [Rana]@subgenus,species,Rana sauteri
taxon:267839 [Minervarya rufescens]@species,taxon:2545484 [Minervarya]@genus,species,Minervarya rufescens
taxon:10146 [Galea musteloides]@species,taxon:10145 [Galea]@genus,species,Galea musteloides
taxon:384892 [Hyloxalus sylvaticus]@species,taxon:490056 [Hyloxalus]@genus,species,Hyloxalus sylvaticus
taxon:333690 [Phrynobatrachus cricogaster]@species,taxon:143461 [Phrynobatrachus]@genus,species,Phrynobatrachus cricogaster
taxon:327711 [Phrynopus sp. KU291634]@species,taxon:2626156 [unclassified Phrynopus]@no rank,species,Phrynopus sp. KU291634
taxon:55153 [Sciuridae]@family,taxon:33553 [Sciuromorpha]@suborder,family,Sciuridae
taxon:504567 [Coregoninae]@subfamily,taxon:8015 [Salmonidae]@family,subfamily,Coregoninae
taxon:694304 [Phrynobatrachus acutirostris]@species,taxon:143461 [Phrynobatrachus]@genus,species,Phrynobatrachus acutirostris
taxon:8536 [Xantusiidae]@family,taxon:35033 [Scinciformata]@infraorder,family,Xantusiidae
taxon:556244 [Hoplunnis punctata]@species,taxon:182430 [Hoplunnis]@genus,species,Hoplunnis punctata
taxon:326187 [Leptodactylus silvanimbus]@species,taxon:47563 [Leptodactylus]@genus,species,Leptodactylus silvanimbus
taxon:44504 [Platemys platycephala]@species,taxon:44503 [Platemys]@genus,species,Platemys platycephala
taxon:910037 [Laurentaeglyphea neocaledonica]@species,taxon:910036 [Laurentaeglyphea]@genus,species,Laurentaeglyphea neocaledonica
taxon:3033998 [Leucocephalophus]@genus,taxon:9952 [Cephalophinae]@subfamily,genus,Leucocephalophus
taxon:306084 [Phyllomedusa tarsius]@species,taxon:8392 [Phyllomedusa]@genus,species,Phyllomedusa tarsius
taxon:9363 [Erinaceidae]@family,taxon:9362 [Eulipotyphla]@order,family,Erinaceidae
taxon:101491 [Trionyx triunguis]@species,taxon:13734 [Trionyx]@genus,species,Trionyx triunguis
taxon:27592 [Bovinae]@subfamily,taxon:9895 [Bovidae]@family,subfamily,Bovinae
taxon:42151 [Galegeeska rufescens]@species,taxon:2819854 [Galegeeska]@genus,species,Galegeeska rufescens
taxon:443644 [Narcetes erimelas]@species,taxon:443643 [Narcetes]@genus,species,Narcetes erimelas
taxon:384849 [Silverstoneia nubicola]@species,taxon:507707 [Silverstoneia]@genus,species,Silverstoneia nubicola
taxon:143399 [Schistura]@genus,taxon:278171 [Nemacheilidae]@family,genus,Schistura
taxon:91728 [Mormyrops]@genus,taxon:31092 [Mormyridae]@family,genus,Mormyrops
taxon:191619 [Hyperolius frontalis]@species,taxon:39588 [Hyperolius]@genus,species,Hyperolius frontalis
taxon:451496 [Pseudoleon superbus]@species,taxon:451495 [Pseudoleon]@genus,species,Pseudoleon superbus
taxon:30717 [Lebiasinidae]@family,taxon:1489739 [Characoidei]@suborder,family,Lebiasinidae
taxon:238594 [Doras]@genus,taxon:31006 [Doradidae]@family,genus,Doras
taxon:876626 [Enchelycore carychroa]@species,taxon:426091 [Enchelycore]@genus,species,Enchelycore carychroa
taxon:448469 [Eleutherodactylus luteolus]@species,taxon:228648 [Euhyas]@subgenus,species,Eleutherodactylus luteolus
taxon:492031 [Bathytroctes michaelsarsi]@species,taxon:443632 [Bathytroctes]@genus,species,Bathytroctes michaelsarsi
taxon:1312507 [Ossancora]@genus,taxon:31006 [Doradidae]@family,genus,Ossancora
taxon:13280 [Taphozous]@genus,taxon:461395 [Taphozoinae]@subfamily,genus,Taphozous
taxon:2643178 [unclassified Manis]@no rank,taxon:9973 [Manis]@genus,no rank,unclassified Manis
taxon:47564 [Leptodactylus pentadactylus]@species,taxon:47563 [Leptodactylus]@genus,species,Leptodactylus pentadactylus
taxon:9465 [Galago senegalensis]@species,taxon:9462 [Galago]@genus,species,Galago senegalensis
taxon:258859 [Guibemantis tornieri]@species,taxon:410368 [Guibemantis]@subgenus,species,Guibemantis tornieri
taxon:246426 [Limnonectes arathooni]@species,taxon:109961 [Limnonectes]@genus,species,Limnonectes arathooni
taxon:318407 [Phasmahyla guttata]@species,taxon:318405 [Phasmahyla]@genus,species,Phasmahyla guttata
taxon:248869 [Physalaemus nattereri]@species,taxon:8377 [Physalaemus]@genus,species,Physalaemus nattereri
taxon:154826 [Xyrauchen]@genus,taxon:7968 [Catostomidae]@family,genus,Xyrauchen
taxon:299319 [Denticipitidae]@family,taxon:1489459 [Denticipitoidei]@suborder,family,Denticipitidae
taxon:182671 [Uropsilus soricipes]@species,taxon:176848 [Uropsilus]@genus,species,Uropsilus soricipes
taxon:84073 [Cyclopes]@genus,taxon:948954 [Cyclopedidae]@family,genus,Cyclopes
taxon:9699 [Herpestes]@genus,taxon:9697 [Herpestidae]@family,genus,Herpestes
taxon:440103 [Excirolana hirsuticauda]@species,taxon:142002 [Excirolana]@genus,species,Excirolana hirsuticauda
taxon:37751 [Gazella dorcas]@species,taxon:9933 [Gazella]@genus,species,Gazella dorcas
taxon:9650 [Nasua]@genus,taxon:9647 [Procyonidae]@family,genus,Nasua
taxon:356259 [Aphantophryne pansa]@species,taxon:356258 [Aphantophryne]@genus,species,Aphantophryne pansa
taxon:143305 [Ateleopus]@genus,taxon:143304 [Ateleopodidae]@family,genus,Ateleopus
taxon:536572 [Phrynobatrachus liberiensis]@species,taxon:143461 [Phrynobatrachus]@genus,species,Phrynobatrachus liberiensis
taxon:59541 [Pseudois]@genus,taxon:9963 [Caprinae]@subfamily,genus,Pseudois
taxon:443633 [Bathytroctes microlepis]@species,taxon:443632 [Bathytroctes]@genus,species,Bathytroctes microlepis
taxon:391222 [Rhinomuraena quaesita]@species,taxon:391221 [Rhinomuraena]@genus,species,Rhinomuraena quaesita
taxon:37175 [Ovibos]@genus,taxon:9963 [Caprinae]@subfamily,genus,Ovibos
taxon:37170 [Alcelaphinae]@subfamily,taxon:9895 [Bovidae]@family,subfamily,Alcelaphinae
taxon:59536 [Ourebia ourebi]@species,taxon:59535 [Ourebia]@genus,species,Ourebia ourebi
taxon:117676 [Physalaemus sp. C DCC-1998]@species,taxon:2627249 [unclassified Physalaemus]@no rank,species,Physalaemus sp. C DCC-1998
taxon:466159 [Phyllomys blainvillii]@species,taxon:466156 [Phyllomys]@genus,species,Phyllomys blainvillii
taxon:700622 [Phrynobatrachus kakamikro]@species,taxon:143461 [Phrynobatrachus]@genus,species,Phrynobatrachus kakamikro
taxon:9374 [Talpa]@genus,taxon:9373 [Talpidae]@family,genus,Talpa
taxon:89590 [Myomyrus]@genus,taxon:31092 [Mormyridae]@family,genus,Myomyrus
taxon:246423 [Limnonectes larvaepartus]@species,taxon:109961 [Limnonectes]@genus,species,Limnonectes larvaepartus
taxon:2626629 [unclassified Anodonthyla]@no rank,taxon:161856 [Anodonthyla]@genus,no rank,unclassified Anodonthyla
taxon:135220 [Ariosoma shiroanago]@species,taxon:135219 [Ariosoma]@genus,species,Ariosoma shiroanago
taxon:48783 [Mylodon]@genus,taxon:48781 [Mylodontidae]@family,genus,Mylodon
taxon:236272 [Microcebus simmonsi]@species,taxon:13149 [Microcebus]@genus,species,Microcebus simmonsi
taxon:246411 [Limnonectes microdiscus]@species,taxon:109961 [Limnonectes]@genus,species,Limnonectes microdiscus
taxon:317737 [Engystomops randi]@species,taxon:365332 [Engystomops]@genus,species,Engystomops randi
taxon:10149 [Hydrochoerus hydrochaeris]@species,taxon:10148 [Hydrochoerus]@genus,species,Hydrochoerus hydrochaeris
taxon:10135 [Hystricidae]@family,taxon:33550 [Hystricomorpha]@suborder,family,Hystricidae
taxon:9469 [Nycticebus]@genus,taxon:9461 [Lorisidae]@family,genus,Nycticebus
taxon:384850 [Silverstoneia nubicola C]@strain,taxon:384849 [Silverstoneia nubicola]@species,strain,Silverstoneia nubicola C
taxon:68730 [Cuon alpinus]@species,taxon:68729 [Cuon]@genus,species,Cuon alpinus
taxon:1027982 [Dorcatragus]@genus,taxon:9948 [Antilopinae]@subfamily,genus,Dorcatragus
taxon:181543 [Dolichotis salinicola]@species,taxon:29090 [Dolichotis]@genus,species,Dolichotis salinicola
taxon:1267572 [Moschus anhuiensis]@species,taxon:68410 [Moschus]@genus,species,Moschus anhuiensis
taxon:273789 [Sus celebensis]@species,taxon:9822 [Sus]@genus,species,Sus celebensis
taxon:31016 [Aspredinidae]@family,taxon:1489793 [Siluroidei]@suborder,family,Aspredinidae
taxon:326590 [Leptodactylus labyrinthicus]@species,taxon:47563 [Leptodactylus]@genus,species,Leptodactylus labyrinthicus
taxon:9463 [Otolemur crassicaudatus]@species,taxon:30610 [Otolemur]@genus,species,Otolemur crassicaudatus
taxon:143307 [Ijimaia dofleini]@species,taxon:178223 [Ijimaia]@genus,species,Ijimaia dofleini
taxon:481526 [Paratelmatobius sp. 2 LL-2007]@species,taxon:2633517 [unclassified Paratelmatobius]@no rank,species,Paratelmatobius sp. 2 LL-2007
taxon:9653 [Procyon]@genus,taxon:9647 [Procyonidae]@family,genus,Procyon
taxon:1223324 [Aromobates sp. LosAlcaravanes]@species,taxon:2685368 [unclassified Aromobates]@no rank,species,Aromobates sp. LosAlcaravanes
taxon:59523 [Antidorcas marsupialis]@species,taxon:59522 [Antidorcas]@genus,species,Antidorcas marsupialis
taxon:71024 [Delma]@genus,taxon:52170 [Pygopodidae]@family,genus,Delma
taxon:94436 [Parascalops]@genus,taxon:9373 [Talpidae]@family,genus,Parascalops
taxon:3371150 [Pseudosoriculus fumidus]@species,taxon:3371083 [Pseudosoriculus]@genus,species,Pseudosoriculus fumidus
taxon:124757 [Thyropteridae]@family,taxon:30560 [Yangochiroptera]@suborder,family,Thyropteridae
taxon:984615 [Calyptophractus retusus]@species,taxon:984614 [Calyptophractus]@genus,species,Calyptophractus retusus
taxon:52813 [Neomys]@genus,taxon:183663 [Soricinae]@subfamily,genus,Neomys
taxon:1329972 [Cordyloidea]@superfamily,taxon:35033 [Scinciformata]@infraorder,superfamily,Cordyloidea
taxon:1274764 [Hyperolius igbettensis]@species,taxon:39588 [Hyperolius]@genus,species,Hyperolius igbettensis
taxon:9889 [Antilocapridae]@family,taxon:35500 [Pecora]@infraorder,family,Antilocapridae
taxon:333687 [Phrynobatrachus africanus]@species,taxon:143461 [Phrynobatrachus]@genus,species,Phrynobatrachus africanus
taxon:1367238 [Kaloula sp. Samar & Leyte]@species,taxon:2646193 [unclassified Kaloula]@no rank,species,Kaloula sp. Samar & Leyte
taxon:1232743 [Macrocephenchelys brachialis]@species,taxon:391207 [Macrocephenchelys]@genus,species,Macrocephenchelys brachialis
taxon:38654 [Alligator sinensis]@species,taxon:8495 [Alligator]@genus,species,Alligator sinensis
taxon:9377 [Suncus]@genus,taxon:183662 [Crocidurinae]@subfamily,genus,Suncus
taxon:74923 [Manouria]@genus,taxon:8487 [Testudinidae]@family,genus,Manouria
taxon:660274 [Phyllodactylidae]@family,taxon:8560 [Gekkota]@infraorder,family,Phyllodactylidae
taxon:1489621 [Sternopygoidei]@suborder,taxon:8002 [Gymnotiformes]@order,suborder,Sternopygoidei
taxon:273791 [Potamochoerus porcus]@species,taxon:273790 [Potamochoerus]@genus,species,Potamochoerus porcus
taxon:8477 [Chrysemys]@genus,taxon:8476 [Emydidae]@family,genus,Chrysemys
taxon:2632288 [unclassified Aleuroplatus]@no rank,taxon:267830 [Aleuroplatus]@genus,no rank,unclassified Aleuroplatus
taxon:42552 [Chalceus macrolepidotus]@species,taxon:42489 [Chalceus]@genus,species,Chalceus macrolepidotus
taxon:30539 [Vicugna]@genus,taxon:9835 [Camelidae]@family,genus,Vicugna
taxon:491126 [Holoaden luederwaldti]@species,taxon:449229 [Holoaden]@genus,species,Holoaden luederwaldti
taxon:364766 [Physalaemus barrioi]@species,taxon:8377 [Physalaemus]@genus,species,Physalaemus barrioi
taxon:322499 [Phrynobatrachus tokba]@species,taxon:143461 [Phrynobatrachus]@genus,species,Phrynobatrachus tokba
taxon:2035134 [Mormyrops]@subgenus,taxon:91728 [Mormyrops]@genus,subgenus,Mormyrops
taxon:903723 [Euryxanthops orientalis]@species,taxon:903721 [Euryxanthops]@genus,species,Euryxanthops orientalis
taxon:189928 [Parabathymyrus macrophthalmus]@species,taxon:189927 [Parabathymyrus]@genus,species,Parabathymyrus macrophthalmus
taxon:2305161 [Arabitragus]@genus,taxon:9963 [Caprinae]@subfamily,genus,Arabitragus
taxon:8825 [Neognathae]@infraclass,taxon:8782 [Aves]@class,infraclass,Neognathae
taxon:385256 [Gekkoninae]@subfamily,taxon:8561 [Gekkonidae]@family,subfamily,Gekkoninae
taxon:10136 [Hystrix]@genus,taxon:10135 [Hystricidae]@family,genus,Hystrix
taxon:3361878 [Triplophysa stolickai]@species,taxon:341122 [Triplophysa]@genus,species,Triplophysa stolickai
taxon:68509 [Chauliodus sloani]@species,taxon:68508 [Chauliodus]@genus,species,Chauliodus sloani
taxon:91730 [Mormyrus]@genus,taxon:31092 [Mormyridae]@family,genus,Mormyrus
taxon:61452 [Neofelis nebulosa]@species,taxon:61451 [Neofelis]@genus,species,Neofelis nebulosa
taxon:323527 [Leptodactylus mystaceus]@species,taxon:47563 [Leptodactylus]@genus,species,Leptodactylus mystaceus
taxon:379532 [Propithecus coquereli]@species,taxon:30600 [Propithecus]@genus,species,Propithecus coquereli
taxon:403487 [Tsingymantis antitra]@species,taxon:403486 [Tsingymantis]@genus,species,Tsingymantis antitra
taxon:904181 [Chelonoidis]@genus,taxon:8487 [Testudinidae]@family,genus,Chelonoidis
taxon:246422 [Limnonectes modestus]@species,taxon:109961 [Limnonectes]@genus,species,Limnonectes modestus
taxon:246424 [Limnonectes sp. D BJE-2003]@species,taxon:2640364 [unclassified Limnonectes]@no rank,species,Limnonectes sp. D BJE-2003
taxon:980579 [Metaphrynella pollicaris]@species,taxon:419660 [Metaphrynella]@genus,species,Metaphrynella pollicaris
taxon:573971 [Sternotherus carinatus]@species,taxon:37592 [Sternotherus]@genus,species,Sternotherus carinatus
taxon:326189 [Leptodactylus chaquensis]@species,taxon:47563 [Leptodactylus]@genus,species,Leptodactylus chaquensis
taxon:111290 [Mantella madagascariensis]@species,taxon:410366 [madagascariensis group]@species group,species,Mantella madagascariensis
taxon:567528 [Underwoodisaurus]@genus,taxon:1329928 [Carphodactylidae]@family,genus,Underwoodisaurus
taxon:936348 [Eudorcas]@genus,taxon:9948 [Antilopinae]@subfamily,genus,Eudorcas
taxon:492043 [Leptoderma]@genus,taxon:134615 [Alepocephalidae]@family,genus,Leptoderma
taxon:59550 [Peleinae]@subfamily,taxon:9895 [Bovidae]@family,subfamily,Peleinae
taxon:367647 [Elachistocleis ovalis]@species,taxon:143566 [Elachistocleis]@genus,species,Elachistocleis ovalis
taxon:1367228 [Austrochaperina sp. BSFS 11377]@species,taxon:2633551 [unclassified Austrochaperina]@no rank,species,Austrochaperina sp. BSFS 11377
taxon:42604 [Ctenolucius]@genus,taxon:27690 [Ctenoluciidae]@family,genus,Ctenolucius
taxon:289228 [Stumpffia gimmeli]@species,taxon:143649 [Stumpffia]@genus,species,Stumpffia gimmeli
taxon:29144 [Chanos chanos]@species,taxon:29143 [Chanos]@genus,species,Chanos chanos
taxon:237658 [Petrosaltator rozeti]@species,taxon:1873009 [Petrosaltator]@genus,species,Petrosaltator rozeti
taxon:34868 [Rupicapra]@genus,taxon:9963 [Caprinae]@subfamily,genus,Rupicapra
taxon:252273 [Spinomantis peraccae]@species,taxon:403237 [Spinomantis]@genus,species,Spinomantis peraccae
taxon:95912 [Hyaena hyaena]@species,taxon:95911 [Hyaena]@genus,species,Hyaena hyaena
taxon:134617 [Alepocephalus]@genus,taxon:134615 [Alepocephalidae]@family,genus,Alepocephalus
taxon:745262 [Phrynobatrachus natalensis A]@species,taxon:745261 [Phrynobatrachus natalensis species complex]@no rank,species,Phrynobatrachus natalensis A
taxon:1138019 [Hyperolius adspersus]@species,taxon:39588 [Hyperolius]@genus,species,Hyperolius adspersus
taxon:108853 [Abrocomidae]@family,taxon:33550 [Hystricomorpha]@suborder,family,Abrocomidae
taxon:1489872 [Percomorphaceae]@clade,taxon:123369 [Euacanthomorphacea]@clade,clade,Percomorphaceae
taxon:248956 [Hyloxalus pulchellus]@species,taxon:490056 [Hyloxalus]@genus,species,Hyloxalus pulchellus
taxon:391199 [Paraconger]@genus,taxon:135218 [Bathymyrinae]@subfamily,genus,Paraconger
taxon:903754 [Nanocassiope alcocki]@species,taxon:903753 [Nanocassiope]@genus,species,Nanocassiope alcocki
taxon:37178 [Hemitragus]@genus,taxon:9963 [Caprinae]@subfamily,genus,Hemitragus
taxon:7987 [Leporinus]@genus,taxon:7986 [Anostomidae]@family,genus,Leporinus
taxon:91720 [Heterotis]@genus,taxon:27723 [Osteoglossidae]@family,genus,Heterotis
taxon:30581 [Sylvilagus audubonii]@species,taxon:9987 [Sylvilagus]@genus,species,Sylvilagus audubonii
taxon:325566 [Huia sp. N6468]@species,taxon:2619999 [unclassified Huia]@no rank,species,Huia sp. N6468
taxon:152790 [Fejervarya iskandari]@species,taxon:127010 [Fejervarya]@genus,species,Fejervarya iskandari
taxon:356342 [Dasypops schirchi]@species,taxon:356341 [Dasypops]@genus,species,Dasypops schirchi
taxon:98924 [Balitoridae]@family,taxon:30725 [Cobitoidei]@suborder,family,Balitoridae
taxon:171793 [Pelochelys cantorii]@species,taxon:129892 [Pelochelys]@genus,species,Pelochelys cantorii
taxon:9415 [Phyllostomidae]@family,taxon:30560 [Yangochiroptera]@suborder,family,Phyllostomidae
taxon:235649 [Caprolagus hispidus]@species,taxon:235648 [Caprolagus]@genus,species,Caprolagus hispidus
taxon:377248 [Ischnocnema sp. 521]@species,taxon:2640035 [unclassified Ischnocnema]@no rank,species,Ischnocnema sp. 521
taxon:40235 [Brachyphyllinae]@subfamily,taxon:9415 [Phyllostomidae]@family,subfamily,Brachyphyllinae
taxon:129017 [Microhyla]@genus,taxon:166052 [Microhylinae]@subfamily,genus,Microhyla
taxon:164302 [Brachycephalus ephippium]@species,taxon:164301 [Brachycephalus]@genus,species,Brachycephalus ephippium
taxon:1232749 [Halosaurus carinicauda]@species,taxon:1232748 [Halosaurus]@genus,species,Halosaurus carinicauda
taxon:62294 [Mogera]@genus,taxon:9373 [Talpidae]@family,genus,Mogera
taxon:109958 [Occidozyga lima]@species,taxon:50908 [Occidozyga]@genus,species,Occidozyga lima
taxon:1217876 [Phyllonastes heyeri]@species,taxon:332563 [Phyllonastes]@genus,species,Phyllonastes heyeri
taxon:111065 [Hyloxalus bocagei]@species,taxon:490056 [Hyloxalus]@genus,species,Hyloxalus bocagei
taxon:30613 [Daubentoniidae]@family,taxon:376916 [Chiromyiformes]@infraorder,family,Daubentoniidae
taxon:689411 [Phrynobatrachus werneri]@species,taxon:143461 [Phrynobatrachus]@genus,species,Phrynobatrachus werneri
taxon:269270 [Chodsigoa]@genus,taxon:183663 [Soricinae]@subfamily,genus,Chodsigoa
taxon:170198 [Nansenia]@genus,taxon:170197 [Microstomatidae]@family,genus,Nansenia
taxon:91731 [Mormyrus rume]@species,taxon:91730 [Mormyrus]@genus,species,Mormyrus rume
taxon:482537 [Galeopterus variegatus]@species,taxon:482536 [Galeopterus]@genus,species,Galeopterus variegatus
taxon:228420 [Leptodactylus melanonotus]@species,taxon:47563 [Leptodactylus]@genus,species,Leptodactylus melanonotus
taxon:9678 [Crocuta crocuta]@species,taxon:9677 [Crocuta]@genus,species,Crocuta crocuta
taxon:376918 [Aotidae]@family,taxon:9479 [Platyrrhini]@parvorder,family,Aotidae
taxon:1489873 [Ophidiaria]@clade,taxon:1489872 [Percomorphaceae]@clade,clade,Ophidiaria
taxon:112503 [Pseudois schaeferi]@species,taxon:59541 [Pseudois]@genus,species,Pseudois schaeferi
taxon:439460 [Moschiola]@genus,taxon:9846 [Tragulidae]@family,genus,Moschiola
taxon:1489791 [Loricarioidei]@suborder,taxon:7995 [Siluriformes]@order,suborder,Loricarioidei
taxon:1035772 [Calluella yunnanensis]@species,taxon:356264 [Calluella]@genus,species,Calluella yunnanensis
taxon:238111 [Hyloxalus subpunctatus]@species,taxon:490056 [Hyloxalus]@genus,species,Hyloxalus subpunctatus
taxon:75938 [Dallia]@genus,taxon:30950 [Umbridae]@family,genus,Dallia
taxon:2619170 [unclassified Epipedobates]@no rank,taxon:92727 [Epipedobates]@genus,no rank,unclassified Epipedobates
taxon:1489618 [Vaillantellidae]@family,taxon:30725 [Cobitoidei]@suborder,family,Vaillantellidae
taxon:42610 [Parodontidae]@family,taxon:1489739 [Characoidei]@suborder,family,Parodontidae
taxon:1030601 [Brachycephalus izecksohni]@species,taxon:164301 [Brachycephalus]@genus,species,Brachycephalus izecksohni
taxon:30989 [Siluridae]@family,taxon:1489793 [Siluroidei]@suborder,family,Siluridae
taxon:10180 [Heterocephalus]@genus,taxon:10167 [Bathyergidae]@family,genus,Heterocephalus
taxon:129011 [Laliostoma labrosum]@species,taxon:129010 [Laliostoma]@genus,species,Laliostoma labrosum
taxon:508479 [Plethodontohyla fonetana]@species,taxon:143637 [Plethodontohyla]@genus,species,Plethodontohyla fonetana
taxon:248954 [Hyloxalus maculosus]@species,taxon:490056 [Hyloxalus]@genus,species,Hyloxalus maculosus
taxon:42486 [Phenacogrammus interruptus]@species,taxon:42485 [Phenacogrammus]@genus,species,Phenacogrammus interruptus
taxon:577210 [Hyperolius castaneus]@species,taxon:39588 [Hyperolius]@genus,species,Hyperolius castaneus
taxon:403236 [Mantidactylus]@subgenus,taxon:68433 [Mantidactylus]@genus,subgenus,Mantidactylus
taxon:2638488 [unclassified Anarchias]@no rank,taxon:556234 [Anarchias]@genus,no rank,unclassified Anarchias
taxon:150083 [Myosorex]@genus,taxon:183662 [Crocidurinae]@subfamily,genus,Myosorex
taxon:9940 [Ovis aries]@species,taxon:9935 [Ovis]@genus,species,Ovis aries
taxon:246115 [Pelodiscus axenaria]@species,taxon:204969 [Pelodiscus]@genus,species,Pelodiscus axenaria
taxon:304037 [Citharininae]@subfamily,taxon:30723 [Citharinidae]@family,subfamily,Citharininae
taxon:136040 [Spirinchus lanceolatus]@species,taxon:136039 [Spirinchus]@genus,species,Spirinchus lanceolatus
taxon:467738 [Phrynobatrachus keniensis]@species,taxon:143461 [Phrynobatrachus]@genus,species,Phrynobatrachus keniensis
taxon:9850 [Cervidae]@family,taxon:35500 [Pecora]@infraorder,family,Cervidae
taxon:30608 [Microcebus murinus]@species,taxon:13149 [Microcebus]@genus,species,Microcebus murinus
taxon:2620901 [unclassified Platypelis]@no rank,taxon:143633 [Platypelis]@genus,no rank,unclassified Platypelis
taxon:9526 [Catarrhini]@parvorder,taxon:314293 [Simiiformes]@infraorder,parvorder,Catarrhini
taxon:278169 [Cobitinae]@subfamily,taxon:7982 [Cobitidae]@family,subfamily,Cobitinae
taxon:2837600 [Platypelis barbouri]@species,taxon:143633 [Platypelis]@genus,species,Platypelis barbouri
taxon:325565 [Huia cavitympanum]@species,taxon:109959 [Huia]@genus,species,Huia cavitympanum
taxon:68514 [Myctophiformes]@order,taxon:123354 [Myctophata]@clade,order,Myctophiformes
taxon:161704 [Micryletta inornata]@species,taxon:143627 [Micryletta]@genus,species,Micryletta inornata
taxon:379582 [Ailuridae]@family,taxon:3072906 [Musteloidea]@superfamily,family,Ailuridae
taxon:7992 [Characidae]@family,taxon:1489739 [Characoidei]@suborder,family,Characidae
taxon:299320 [Denticeps]@genus,taxon:299319 [Denticipitidae]@family,genus,Denticeps
taxon:448497 [Eleutherodactylus thomasi]@species,taxon:228648 [Euhyas]@subgenus,species,Eleutherodactylus thomasi
taxon:107219 [Cassidinae]@subfamily,taxon:27439 [Chrysomelidae]@family,subfamily,Cassidinae
taxon:9454 [Varecia]@genus,taxon:9445 [Lemuridae]@family,genus,Varecia
taxon:52173 [Cordylidae]@family,taxon:1329972 [Cordyloidea]@superfamily,family,Cordylidae
taxon:9944 [Tragelaphus]@genus,taxon:27592 [Bovinae]@subfamily,genus,Tragelaphus
taxon:9386 [Blarina]@genus,taxon:183663 [Soricinae]@subfamily,genus,Blarina
taxon:30719 [Hemiodontidae]@family,taxon:1489739 [Characoidei]@suborder,family,Hemiodontidae
taxon:130825 [Ochotona curzoniae]@species,taxon:9977 [Ochotona]@genus,species,Ochotona curzoniae
taxon:59554 [Redunca arundinum]@species,taxon:59553 [Redunca]@genus,species,Redunca arundinum
taxon:248871 [Platymantis sp. JF0131]@species,taxon:2635867 [unclassified Platymantis]@no rank,species,Platymantis sp. JF0131
taxon:289227 [Stumpffia pygmaea]@species,taxon:143649 [Stumpffia]@genus,species,Stumpffia pygmaea
taxon:2743725 [Leptobarbidae]@family,taxon:30727 [Cyprinoidei]@suborder,family,Leptobarbidae
taxon:238564 [Hypodoras]@genus,taxon:31006 [Doradidae]@family,genus,Hypodoras
taxon:10181 [Heterocephalus glaber]@species,taxon:10180 [Heterocephalus]@genus,species,Heterocephalus glaber
taxon:34873 [Oreamnos americanus]@species,taxon:34872 [Oreamnos]@genus,species,Oreamnos americanus
taxon:89577 [Lepidogalaxias]@genus,taxon:130262 [Lepidogalaxiidae]@subfamily,genus,Lepidogalaxias
taxon:122245 [Avahi]@genus,taxon:30599 [Indriidae]@family,genus,Avahi
taxon:30626 [Mesomys]@genus,taxon:10161 [Echimyidae]@family,genus,Mesomys
taxon:9809 [Rhinoceros unicornis]@species,taxon:9808 [Rhinoceros]@genus,species,Rhinoceros unicornis
taxon:364765 [Physalaemus albonotatus]@species,taxon:8377 [Physalaemus]@genus,species,Physalaemus albonotatus
